,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,PARTY,GENERAL PERCENT,,,,,,
2808,PA,Pennsylvania,15,n/a,,,Scattered,Scattered,W(R),,,,,,,
2809,PA,Pennsylvania,15,n/a,,,,,R,,,,,,,
2810,PA,Pennsylvania,15,n/a,,,Scattered,Scattered,W(D),,,,,,,
2811,PA,Pennsylvania,15,n/a,,,,,D,,,,,,,
2812,PA,Pennsylvania,15,n/a,,,,,,,,,,,,
2813,PA,Pennsylvania,,n/a,,,,,,,,,,,,
2814,PA,Pennsylvania,16,H6PA16197,(I),Joseph R.,Pitts,"Pitts, Joseph R.",R,"57,72%",,,,,,
2815,PA,Pennsylvania,16,n/a,,,Scattered,Scattered,W(R),,,,,,,
2816,PA,Pennsylvania,16,n/a,,,,,R,,,,,,,
2817,PA,Pennsylvania,16,H4PA16085,,Tom,Houghton,"Houghton, Tom",D,"42,28%",,,,,,
2818,PA,Pennsylvania,16,H4PA16077,,Raja,Kittappa,"Kittappa, Raja",D,,,,,,,
2819,PA,Pennsylvania,16,n/a,,,Scattered,Scattered,W(D),,,,,,,
2820,PA,Pennsylvania,16,n/a,,,,,D,,,,,,,
2821,PA,Pennsylvania,16,n/a,,,,,,,,,,,,
2822,PA,Pennsylvania,,n/a,,,,,,,,,,,,
2823,PA,Pennsylvania,17,H2PA17079,(I),Matt,Cartwright,"Cartwright, Matt",D,"56,76%",,,,,,
2824,PA,Pennsylvania,17,n/a,,,Scattered,Scattered,W(D),,,,,,,
2825,PA,Pennsylvania,17,n/a,,,,,D,,,,,,,
2826,PA,Pennsylvania,17,H4PA17125,,David J.,Moylan,"Moylan, David J.",R,"43,24%",,,,,,
2827,PA,Pennsylvania,17,H4PA17141,,Matthew D.,Connolly,"Connolly, Matthew D.",R,,,,,,,
2828,PA,Pennsylvania,17,H4PA17117,,Matthew,Dietz,"Dietz, Matthew",R,,,,,,,
2829,PA,Pennsylvania,17,n/a,,,Scattered,,W(R),,,,,,,
2830,PA,Pennsylvania,17,n/a,,,,,R,,,,,,,
2831,PA,Pennsylvania,17,n/a,,,,,,,,,,,,
2832,PA,Pennsylvania,,n/a,,,,,,,,,,,,
2833,PA,Pennsylvania,18,H2PA18143,(I),Tim,Murphy,"Murphy, Tim",R,"100,00%",,,,,,
2834,PA,Pennsylvania,18,n/a,,,Scattered,Scattered,W(R),,,,,,,
2835,PA,Pennsylvania,18,n/a,,,,,R,,,,,,,
2836,PA,Pennsylvania,18,n/a,,,Scattered,Scattered,W(D),,,,,,,
2837,PA,Pennsylvania,18,n/a,,,,,D,,,,,,,
2838,PA,Pennsylvania,18,n/a,,,,,,,,,,,,
2839,PA,Pennsylvania,,n/a,,,,,,,,,,,,
2840,PA,Pennsylvania,H,n/a,,,Scattered (Write-In Votes for All Districts),Scattered (Write-In Votes for All Districts),W,"0,17%",,,,,,
2841,PA,Pennsylvania,H,n/a,,,,,,,,,,,,
2842,,,,n/a,,,,,,,,,,,,
2843,RI,Rhode Island,1,H0RI01073,(I),David N.,Cicilline,"Cicilline, David N.",D,"59,49%",,,,,,
2844,RI,Rhode Island,1,H4RI01109,,Matthew J.,Fecteau,"Fecteau, Matthew J.",D,,,,,,,
2845,RI,Rhode Island,1,n/a,,,,,D,,,,,,,
2846,RI,Rhode Island,1,H4RI01125,,Cormick Brendan,Lynch,,R,"40,23%",,,,,,
2847,RI,Rhode Island,1,H4RI01117,,Stanford,Tran,"Tran, Stanford",R,,,,,,,
2848,RI,Rhode Island,1,n/a,,,,,R,,,,,,,
2849,RI,Rhode Island,1,n/a,,,Scattered,Scattered,W,"0,28%",,,,,,
2850,RI,Rhode Island,1,n/a,,Mickey,Mouse,"Mouse, Mickey",W,"0,01%",,,,,,
2851,RI,Rhode Island,1,n/a,,,,,,,,,,,,
2852,RI,Rhode Island,,n/a,,,,,,,,,,,,
2853,RI,Rhode Island,2,H0RI02139,(I),James R.,Langevin,"Langevin, James R.",D,"62,22%",,,,,,
2854,RI,Rhode Island,2,n/a,,,,,D,,,,,,,
2855,RI,Rhode Island,2,H4RI02107,,Rhue R.,Reis,"Reis, Rhue R.",R,"37,58%",,,,,,
2856,RI,Rhode Island,2,n/a,,,,,R,,,,,,,
2857,RI,Rhode Island,2,n/a,,,Scattered,Scattered,W,"0,20%",,,,,,
2858,RI,Rhode Island,2,H8RI01084,,Charles,Picerno,"Picerno, Charles",W,"0,00%",,,,,,
2859,RI,Rhode Island,2,n/a,,,,,,,,,,,,
2860,RI,Rhode Island,,n/a,,,,,,,,,,,,
2861,RI,Rhode Island,H,n/a,,,,,,,,,,,,
2862,RI,Rhode Island,,n/a,,,,,,,,,,,,
2863,,,,n/a,,,,,,,,,,,,
2864,SC,South Carolina,1,H4SC01073,(I),Mark,Sanford,"Sanford, Mark",R,"93,41%",,,,,,
2865,SC,South Carolina,1,n/a,,,Scattered,Scattered,W,"6,59%",,,,,,
2866,SC,South Carolina,1,n/a,,,,,,,,,,,,
2867,SC,South Carolina,,n/a,,,,,,,,,,,,
2868,SC,South Carolina,2,H2SC02059,(I),Joe,Wilson,"Wilson, Joe",R,"62,45%",,,,,,
2869,SC,South Carolina,2,H0SC02053,,Eddie,McCain,"McCain, Eddie ",R,,,,,,,
2870,SC,South Carolina,2,n/a,,,,,R,,,,,,,
2871,SC,South Carolina,2,H8SC02098,,Phil,Black,"Black, Phil ",D,"35,28%",,,,,,
2872,SC,South Carolina,2,H4SC02055,,Ed,Greenleaf,"Greenleaf, Ed ",D,,,,,,,
2873,SC,South Carolina,2,n/a,,,,,D,,,,,,,
2874,SC,South Carolina,2,H4SC02063,,"Harold, III",Geddings,"Geddings, Harold, III",LBR,"2,13%",,,,,,
2875,SC,South Carolina,2,n/a,,,Scattered,Scattered,W,"0,14%",,,,,,
2876,SC,South Carolina,2,n/a,,,,,,,,,,,,
2877,SC,South Carolina,,n/a,,,,,,,,,,,,
2878,SC,South Carolina,3,H0SC03077,(I),Jeff,Duncan,"Duncan, Jeff",R,"71,18%",,,,,,
2879,SC,South Carolina,3,H4SC03129,,Barbara Jo,Mullis,"Mullis, Barbara Jo",D,"28,77%",,,,,,
2880,SC,South Carolina,3,H4SC03111,,Hosea,Cleveland,,D,,,,,,,
2881,SC,South Carolina,3,n/a,,,,,D,,,,,,,
2882,SC,South Carolina,3,n/a,,,Scattered,Scattered,W,"0,05%",,,,,,
2883,SC,South Carolina,3,n/a,,,,,,,,,,,,
2884,SC,South Carolina,,n/a,,,,,,,,,,,,
2885,SC,South Carolina,4,H0SC04257,(I),Trey,Gowdy,"Gowdy, Trey",R,"84,84%",,,,,,
2886,SC,South Carolina,4,H4SC04085,,Curtis E.,McLaughlin,"McLaughlin, Curtis E.",LIB,"14,74%",,,,,,
2887,SC,South Carolina,4,n/a,,,Scattered,,W,"0,42%",,,,,,
2888,SC,South Carolina,4,n/a,,,,,,,,,,,,
2889,SC,South Carolina,5,H0SC05031,(I),Mick,Mulvaney,"Mulvaney, Mick ",R,"58,85%",,,,,,
2890,SC,South Carolina,5,H4SC05058,,Tom,Adams,"Adams, Tom ",D,"38,14%",,,,,,
2891,SC,South Carolina,5,H4SC05058,,Tom,Adams,"Adams, Tom ",WF,"2,96%",,,,,,
2892,SC,South Carolina,5,n/a,,,Scattered,Scattered,W,"0,05%",,,,,,
2893,SC,South Carolina,5,n/a,,,,,,,,,,,,
2894,SC,South Carolina,,n/a,,,,,,,,,,,,
2895,SC,South Carolina,6,H2SC02042,(I),"James E. ""Jim"" ",Clyburn,"Clyburn, James E. ""Jim"" ",D,"72,51%",,,,,,
2896,SC,South Carolina,6,H4SC06114,,Karen,Smith,"Smith, Karen",D,,,,,,,
2897,SC,South Carolina,6,n/a,,,,,D,,,,,,,
2898,SC,South Carolina,6,H4SC06080,,Anthony,Culler,"Culler, Anthony",R,"25,55%",,,,,,
2899,SC,South Carolina,6,H4SC06106,,Leon,Winn,"Winn, Leon",R,,,,,,,
2900,SC,South Carolina,6,n/a,,,,,R,,,,,,,
2901,SC,South Carolina,6,H4SC06098,,Kevin R.,Umbaugh,"Umbaugh, Kevin R.",LIB,"1,83%",,,,,,
2902,SC,South Carolina,6,n/a,,,Scattered,,W,"0,11%",,,,,,
2903,SC,South Carolina,6,n/a,,,,,,,,,,,,
2904,SC,South Carolina,,n/a,,,,,,,,,,,,
2905,SC,South Carolina,7,H2SC07066,(I),Tom,Rice,"Rice, Tom ",R,"59,95%",,,,,,
2906,SC,South Carolina,7,H4SC07013,,Gloria,Bromell-Tinubu,,D,"39,98%",,,,,,
2907,SC,South Carolina,7,n/a,,,Scattered,,W,"0,07%",,,,,,
2908,SC,South Carolina,7,n/a,,,,,,,,,,,,
2909,SC,South Carolina,,n/a,,,,,,,,,,,,
2910,SC,South Carolina,H,n/a,,,,,,,,,,,,
2911,SC,South Carolina,,n/a,,,,,,,,,,,,
2912,SC,South Carolina,,n/a,,,,,,,,,,,,
2913,,,,n/a,,,,,,,,,,,,
2914,SD,South Dakota,0,H0SD00054,(I),Kristi,Noem,"Noem, Kristi",R,"66,53%",,,,,,
2915,SD,South Dakota,0,H4SD00049,,Corinna,Robinson,"Robinson, Corinna",D,"33,47%",,,,,,
2916,SD,South Dakota,0,n/a,,,,,,,,,,,,
2917,SD,South Dakota,0,n/a,,,,,,,,,,,,
2918,SD,South Dakota,,n/a,,,,,,,,,,,,
2919,,,,n/a,,,,,,,,,,,,
2920,TN,Tennessee,1,H6TN01388,(I),Phil,Roe,"Roe, Phil",R,"82,84%",,,,,,
2921,TN,Tennessee,1,H4TN01128,,Daniel J.,Hartley,"Hartley, Daniel J.",R,,,,,,,
2922,TN,Tennessee,1,H4TN01136,,John Paul,Rader,"Rader, John Paul",R,,,,,,,
2923,TN,Tennessee,1,n/a,,,,,R,,,,,,,
2924,TN,Tennessee,1,H4TN01144,,Robert D.,Franklin,"Franklin, Robert D.",IND,"7,10%",,,,,,
2925,TN,Tennessee,1,H6TN01495,,Robert N.,Smith,"Smith, Robert N.",GRE,"7,08%",,,,,,
2926,TN,Tennessee,1,H2TN01098,,Michael D.,Salyer,"Salyer, Michael D.",IND,"2,97%",,,,,,
2927,TN,Tennessee,1,n/a,,Scott,Kudialis,"Kudialis, Scott",W,"0,01%",,,,,,
2928,TN,Tennessee,1,n/a,,,,,,,,,,,,
2929,TN,Tennessee,,n/a,,,,,,,,,,,,
2930,TN,Tennessee,2,H8TN02069,(I),"John J., Jr.",Duncan,"Duncan, John J., Jr.",R,"72,49%",,,,,,
2931,TN,Tennessee,2,H4TN02068,,Jason,Zachary,"Zachary, Jason",R,,,,,,,
2932,TN,Tennessee,2,n/a,,,,,R,,,,,,,
2933,TN,Tennessee,2,H8TN02028,,Bob,Scott,"Scott, Bob",D,"22,56%",,,,,,
2934,TN,Tennessee,2,n/a,,,,,D,,,,,,,
2935,TN,Tennessee,2,H4TN02076,,Casey Adam,Gouge,"Gouge, Casey Adam",IND,"2,53%",,,,,,
2936,TN,Tennessee,2,H2TN02112,,Norris,Dryer,"Dryer, Norris",GRE,"2,42%",,,,,,
2937,TN,Tennessee,2,n/a,,,,,,,,,,,,
2938,TN,Tennessee,,n/a,,,,,,,,,,,,
2939,TN,Tennessee,3,H0TN03254,(I),Chuck,Fleischmann,"Fleischmann, Chuck",R,"62,36%",,,,,,
2940,TN,Tennessee,3,H2TN03128,,Weston,Wamp,"Wamp, Weston",R,,,,,,,
2941,TN,Tennessee,3,n/a,,Harry,Lane,"Lane, Harry",W(R),,,,,,,
2942,TN,Tennessee,3,n/a,,,,,R,,,,,,,
2943,TN,Tennessee,3,H2TN03144,,Mary M.,Headrick,"Headrick, Mary M.",D,"34,58%",,,,,,
2944,TN,Tennessee,3,n/a,,,,,D,,,,,,,
2945,TN,Tennessee,3,H4TN03181,,Cassandra J.,Mitchell,"Mitchell, Cassandra J.",IND,"3,06%",,,,,,
2946,TN,Tennessee,3,n/a,,,,,,,,,,,,
2947,TN,Tennessee,,n/a,,,,,,,,,,,,
2948,TN,Tennessee,4,H0TN04195,(I),Scott,DesJarlais,"DesJarlais, Scott",R,"58,32%",,,,,,
2949,TN,Tennessee,4,H0TN06240,,Jim,Tracy,"Tracy, Jim ",R,,,,,,,
2950,TN,Tennessee,4,H4TN04189,,John,Anderson,"Anderson, John",R,,,,,,,
2951,TN,Tennessee,4,H4TN04163,,Steve,Lane,"Lane, Steve",R,,,,,,,
2952,TN,Tennessee,4,H4TN04197,,David R.,Tate,"Tate, David R.",R,,,,,,,
2953,TN,Tennessee,4,H4TN04205,,Michael S.,Warden,"Warden, Michael S.",R,,,,,,,
2954,TN,Tennessee,4,H4TN04155,,"Oluyomi ""Fapas,"" Sr.",Faparusi,,R,,,,,,,
2955,TN,Tennessee,4,n/a,,,,,R,,,,,,,
2956,TN,Tennessee,4,H4TN04171,,Lenda,Sherrell,"Sherrell, Lenda ",D,"35,32%",,,,,,
2957,TN,Tennessee,4,n/a,,,,,D,,,,,,,
2958,TN,Tennessee,4,H4TN04213,,Robert Rankin,Doggart,"Doggart, Robert Rankin",IND,"6,36%",,,,,,
2959,TN,Tennessee,4,n/a,,,,,,,,,,,,
2960,TN,Tennessee,,n/a,,,,,,,,,,,,
2961,TN,Tennessee,5,H2TN05131,(I),Jim,Cooper,"Cooper, Jim",D,"62,32%",,,,,,
2962,TN,Tennessee,5,n/a,,,,,D,,,,,,,
2963,TN,Tennessee,5,H0TN05150,,Bob,Ries,"Ries, Bob",R,"35,70%",,,,,,
2964,TN,Tennessee,5,H4TN05087,,Chris,Carter,,R,,,,,,,
2965,TN,Tennessee,5,H0TN05275,,"John ""Big John""",Smith,"Smith, John ""Big John""",R,,,,,,,
2966,TN,Tennessee,5,H4TN05095,,Ronnie,Holden,"Holden, Ronnie",R,,,,,,,
2967,TN,Tennessee,5,n/a,,,,,R,,,,,,,
2968,TN,Tennessee,5,H4TN05103,,Paul,Deakin,"Deakin, Paul",IND,"1,98%",,,,,,
2969,TN,Tennessee,5,n/a,,,,,,,,,,,,
2970,TN,Tennessee,,n/a,,,,,,,,,,,,
2971,TN,Tennessee,6,H0TN06257,(I),Diane,Black,"Black, Diane",R,"71,09%",,,,,,
2972,TN,Tennessee,6,H4TN06176,,Jerry,Lowery,"Lowery, Jerry",R,,,,,,,
2973,TN,Tennessee,6,n/a,,,,,R,,,,,,,
2974,TN,Tennessee,6,H4TN06168,,Amos Scott,Powers,,D,"22,97%",,,,,,
2975,TN,Tennessee,6,n/a,,,,,D,,,,,,,
2976,TN,Tennessee,6,H4TN06184,,Mike,Winton,"Winton, Mike ",IND,"5,94%",,,,,,
2977,TN,Tennessee,6,n/a,,,,,,,,,,,,
2978,TN,Tennessee,,n/a,,,,,,,,,,,,
2979,TN,Tennessee,7,H2TN06030,(I),Marsha,Blackburn,"Blackburn, Marsha",R,"70,00%",,,,,,
2980,TN,Tennessee,7,H4TN07125,,Jacob,Brimm,"Brimm, Jacob",R,,,,,,,
2981,TN,Tennessee,7,n/a,,,,,R,,,,,,,
2982,TN,Tennessee,7,H4TN07117,,Daniel,Cramer,,D,"26,78%",,,,,,
2983,TN,Tennessee,7,H2TN07178,,Credo Comlan,Amouzouvik,"Amouzouvik, Credo Comlan",D,,,,,,,
2984,TN,Tennessee,7,n/a,,,,,D,,,,,,,
2985,TN,Tennessee,7,H2TN07194,,Leonard D.,Ladner,"Ladner, Leonard D.",IND,"3,23%",,,,,,
2986,TN,Tennessee,7,n/a,,,,,,,,,,,,
2987,TN,Tennessee,,n/a,,,,,,,,,,,,
2988,TN,Tennessee,8,H0TN08246,(I),Stephen Lee,Fincher,"Fincher, Stephen Lee",R,"70,83%",,,,,,
2989,TN,Tennessee,8,H4TN08081,,Dana,Matheny,"Matheny, Dana",R/W,"0,00%",,,,,,
2990,TN,Tennessee,8,H4TN08099,,John,Mills,"Mills, John",R,,,,,,,
2991,TN,Tennessee,8,n/a,,Nicholas,Pegues,"Pegues, Nicholas",W(R),,,,,,,
2992,TN,Tennessee,8,n/a,,,,,R,,,,,,,
2993,TN,Tennessee,8,H2TN08119,,Wes,Bradley,"Bradley, Wes",D,"24,59%",,,,,,
2994,TN,Tennessee,8,H4TN08057,,Rickey,Hobson,"Hobson, Rickey",D,,,,,,,
2995,TN,Tennessee,8,H4TN08073,,Tom,Reasons,"Reasons, Tom",D,,,,,,,
2996,TN,Tennessee,8,H4TN08065,,Lawrence A.,Pivnick,"Pivnick, Lawrence A.",D,,,,,,,
2997,TN,Tennessee,8,n/a,,,,,D,,,,,,,
2998,TN,Tennessee,8,H0TN08329,,Mark,Rawles,"Rawles, Mark",CON,"2,58%",,,,,,
2999,TN,Tennessee,8,H2TN08077,,James,Hart,"Hart, James",IND,"2,00%",,,,,,
3000,TN,Tennessee,8,n/a,,,,,,,,,,,,
3001,TN,Tennessee,,n/a,,,,,,,,,,,,
3002,TN,Tennessee,9,H6TN09068,(I),Steve,Cohen,"Cohen, Steve ",D,"74,97%",,,,,,
3003,TN,Tennessee,9,H4TN09063,,Ricky E.,Wilkins,"Wilkins, Ricky E.",D,,,,,,,
3004,TN,Tennessee,9,H8TN09023,,Isaac,Richmond,,D,,,,,,,
3005,TN,Tennessee,9,n/a,,,,,D,,,,,,,
3006,TN,Tennessee,9,H0TN09061,,Charlotte,Bergmann,"Bergmann, Charlotte",R,"23,31%",,,,,,
3007,TN,Tennessee,9,n/a,,,,,R,,,,,,,
3008,TN,Tennessee,9,H4TN09071,,Floyd Wayne,Alberson,"Alberson, Floyd Wayne",IND,"0,66%",,,,,,
3009,TN,Tennessee,9,H4TN09097,,Paul,Cook,"Cook, Paul",IND,"0,65%",,,,,,
3010,TN,Tennessee,9,H4TN09089,,Herbert,Bass,"Bass, Herbert",IND,"0,41%",,,,,,
3011,TN,Tennessee,9,n/a,,,,,,,,,,,,
3012,TN,Tennessee,,n/a,,,,,,,,,,,,
3013,TN,Tennessee,H,n/a,,,,,,,,,,,,
3014,TN,Tennessee,,n/a,,,,,,,,,,,,
3015,,,,n/a,,,,,,,,,,,,
3016,TX,Texas,1,H4TX04039,(I),Louie,Gohmert,"Gohmert, Louie",R,"77,47%",,,,,,
3017,TX,Texas,1,n/a,,,,,R,,,,,,,
3018,TX,Texas,1,H2TX01062,,Shirley J.,McKellar,"McKellar, Shirley J.",D,"22,53%",,,,,,
3019,TX,Texas,1,n/a,,,,,D,,,,,,,
3020,TX,Texas,1,H2TX01070,,Clark,Patterson,,LIB,,,,,,,
3021,TX,Texas,1,n/a,,,,,,,,,,,,
3022,TX,Texas,,n/a,,,,,,,,,,,,
3023,TX,Texas,2,H4TX02108,(I),Ted,Poe,,R,"67,95%",,,,,,
3024,TX,Texas,2,n/a,,,,,R,,,,,,,
3025,TX,Texas,2,H4TX02157,,Niko,Letsos,,D,"29,64%",,,,,,
3026,TX,Texas,2,n/a,,,,,D,,,,,,,
3027,TX,Texas,2,H4TX02173,,James B.,Veasaw,"Veasaw, James B.",LIB,"1,54%",,,,,,
3028,TX,Texas,2,H4TX02165,,Craig,Cleveland,"Cleveland, Craig",LIB,,,,,,,
3029,TX,Texas,2,H2TX02102,,Mark,Roberts,"Roberts, Mark",GRE,"0,87%",,,,,,
3030,TX,Texas,2,n/a,,,,,,,,,,,,
3031,TX,Texas,,n/a,,,,,,,,,,,,
3032,TX,Texas,3,H2TX03118,(I),Sam,Johnson,"Johnson, Sam",R,"82,01%",,,,,,
3033,TX,Texas,3,H8TX03065,,Harry,Pierce,"Pierce, Harry",R,,,,,,,
3034,TX,Texas,3,H4TX03080,,Cami,Dean,"Dean, Cami",R,,,,,,,
3035,TX,Texas,3,H4TX03064,,Josh,Loveless,"Loveless, Josh",R,,,,,,,
3036,TX,Texas,3,n/a,,,,,R,,,,,,,
3037,TX,Texas,3,H4TX03098,,Paul,Blair,"Blair, Paul",GRE,"17,99%",,,,,,
3038,TX,Texas,3,H4TX03072,,Cecil Anthony,Ince,,LIB,,,,,,,
3039,TX,Texas,3,n/a,,,,,,,,,,,,
3040,TX,Texas,,n/a,,,,,,,,,,,,
3041,TX,Texas,4,H4TX04153,,John,Ratcliffe,"Ratcliffe, John",R,"100,00%",,,,,,
3042,TX,Texas,4,H0TX04037,(I),Ralph M.,Hall,"Hall, Ralph M.",R,,,,,,,
3043,TX,Texas,4,H0TX04136,,Lou,Gigliotti,"Gigliotti, Lou",R,,,,,,,
3044,TX,Texas,4,H2TX33016,,John,Stacy,"Stacy, John",R,,,,,,,
3045,TX,Texas,4,H4TX04138,,Brent,Lawson,"Lawson, Brent",R,,,,,,,
3046,TX,Texas,4,H4TX04120,,Tony,Arterburn,,R,,,,,,,
3047,TX,Texas,4,n/a,,,,,R,,,,,,,
3048,TX,Texas,4,H4TX04146,,J. P.,Raley,,LIB,,,,,,,
3049,TX,Texas,4,n/a,,,,,,,,,,,,
3050,TX,Texas,,n/a,,,,,,,,,,,,
3051,TX,Texas,5,H2TX05121,(I),Jeb,Hensarling,"Hensarling, Jeb",R,"85,36%",,,,,,
3052,TX,Texas,5,n/a,,,,,R,,,,,,,
3053,TX,Texas,5,H8TX05052,,Ken,Ashby,"Ashby, Ken",LIB,"14,64%",,,,,,
3054,TX,Texas,5,n/a,,,,,,,,,,,,
3055,TX,Texas,,n/a,,,,,,,,,,,,
3056,TX,Texas,6,H4TX06117,(I),Joe,Barton,"Barton, Joe",R,"61,15%",,,,,,
3057,TX,Texas,6,H2TX06111,,Frank C.,Kuchar,"Kuchar, Frank C.",R,,,,,,,
3058,TX,Texas,6,n/a,,,,,R,,,,,,,
3059,TX,Texas,6,H0TX06065,,David E.,Cozad,"Cozad, David E.",D,"36,44%",,,,,,
3060,TX,Texas,6,n/a,,,,,D,,,,,,,
3061,TX,Texas,6,H2TX06160,,Hugh,Chauvin,"Chauvin, Hugh",LIB,"2,41%",,,,,,
3062,TX,Texas,6,n/a,,,,,,,,,,,,
3063,TX,Texas,7,H0TX07055,(I),John,Culberson,,R,"63,26%",,,,,,
3064,TX,Texas,7,n/a,,,,,R,,,,,,,
3065,TX,Texas,7,H2TX07036,,James,Cargas,"Cargas, James",D,"34,55%",,,,,,
3066,TX,Texas,7,H0TX07147,,Lissa,Squiers,"Squiers, Lissa",D,,,,,,,
3067,TX,Texas,7,n/a,,,,,D,,,,,,,
3068,TX,Texas,7,H4TX07073,,Gerald,Fowler,"Fowler, Gerald",LIB,"2,19%",,,,,,
3069,TX,Texas,7,n/a,,,,,,,,,,,,
3070,TX,Texas,,n/a,,,,,,,,,,,,
3071,TX,Texas,8,H6TX08100,(I),Kevin,Brady,"Brady, Kevin",R,"89,32%",,,,,,
3072,TX,Texas,8,H4TX08089,,Craig,McMichael,"McMichael, Craig",R,,,,,,,
3073,TX,Texas,8,n/a,,,,,R,,,,,,,
3074,TX,Texas,8,H4TX08105,,Ken,Petty,"Petty, Ken",LIB,"10,68%",,,,,,
3075,TX,Texas,8,H4TX08097,,Russ,Jones,"Jones, Russ",LIB,,,,,,,
3076,TX,Texas,8,n/a,,,,,,,,,,,,
3077,TX,Texas,,n/a,,,,,,,,,,,,
3078,TX,Texas,9,H4TX09095,(I),Al,Green,"Green, Al",D,"90,82%",,,,,,
3079,TX,Texas,9,n/a,,,,,D,,,,,,,
3080,TX,Texas,9,H4TX09129,,Johnny,Johnson,,LIB,"9,18%",,,,,,
3081,TX,Texas,9,n/a,,,,,,,,,,,,
3082,TX,Texas,,n/a,,,,,,,,,,,,
3083,TX,Texas,10,H4TX10093,(I),Michael,McCaul,"McCaul, Michael",R,"62,18%",,,,,,
3084,TX,Texas,10,n/a,,,,,R,,,,,,,
3085,TX,Texas,10,H2TX10113,,Tawana,Walter-Cadien,"Walter-Cadien, Tawana",D,"34,14%",,,,,,
3086,TX,Texas,10,n/a,,,,,D,,,,,,,
3087,TX,Texas,10,H4TX10184,,Bill,Kelsey,,LIB,"3,68%",,,,,,
3088,TX,Texas,10,n/a,,,,,,,,,,,,
3089,TX,Texas,,n/a,,,,,,,,,,,,
3090,TX,Texas,11,H4TX19136,(I),Mike,Conaway,"Conaway, Mike",R,"90,27%",,,,,,
3091,TX,Texas,11,H2TX11079,,Wade,Brown,"Brown, Wade",R,,,,,,,
3092,TX,Texas,11,n/a,,,,,R,,,,,,,
3093,TX,Texas,11,H4TX11034,,Ryan T.,Lange,"Lange, Ryan T.",LIB,"9,73%",,,,,,
3094,TX,Texas,11,n/a,,,,,,,,,,,,
3095,TX,Texas,,n/a,,,,,,,,,,,,
3096,TX,Texas,12,H6TX12060,(I),Kay,Granger,"Granger, Kay",R,"71,31%",,,,,,
3097,TX,Texas,12,n/a,,,,,R,,,,,,,
3098,TX,Texas,12,H0TX12147,,Mark,Greene,"Greene, Mark",D,"26,31%",,,,,,
3099,TX,Texas,12,n/a,,,,,D,,,,,,,
3100,TX,Texas,12,H4TX12032,,Ed,Colliver,"Colliver, Ed",LIB,"2,39%",,,,,,
3101,TX,Texas,12,H0TX12212,,Matt,Solodow,"Solodow, Matt",LIB,,,,,,,
3102,TX,Texas,12,n/a,,,,,,,,,,,,
3103,TX,Texas,,n/a,,,,,,,,,,,,
3104,TX,Texas,13,H4TX13014,(I),Mac,Thornberry,,R,"84,32%",,,,,,
3105,TX,Texas,13,H4TX13055,,Elaine,Hays,"Hays, Elaine",R,,,,,,,
3106,TX,Texas,13,H2TX13075,,Pam,Barlow,"Barlow, Pam",R,,,,,,,
3107,TX,Texas,13,n/a,,,,,R,,,,,,,
3108,TX,Texas,13,H4TX13063,,Mike,Minter,,D,"12,80%",,,,,,
3109,TX,Texas,13,n/a,,,,,D,,,,,,,
3110,TX,Texas,13,H4TX13071,,Emily,Pivoda,"Pivoda, Emily",LIB,"2,18%",,,,,,
3111,TX,Texas,13,H2TX22126,,Don,Cook,"Cook, Don",GRE,"0,70%",,,,,,
3112,TX,Texas,13,n/a,,,,,,,,,,,,
3113,TX,Texas,,n/a,,,,,,,,,,,,
3114,TX,Texas,14,H2TX14149,(I),Randy,Weber,"Weber, Randy",R,"61,85%",,,,,,
3115,TX,Texas,14,n/a,,,,,R,,,,,,,
3116,TX,Texas,14,H4TX14079,,Donald G.,Brown,"Brown, Donald G.",D,"36,06%",,,,,,
3117,TX,Texas,14,H4TX14087,,Buck,Willis,,D,,,,,,,
3118,TX,Texas,14,H4TX14095,,Gagan,Panjhazari,"Panjhazari, Gagan",D,,,,,,,
3119,TX,Texas,14,n/a,,,,,D,,,,,,,
3120,TX,Texas,14,H8TX22180,,John,Wieder,,LIB,"2,08%",,,,,,
3121,TX,Texas,14,n/a,,,,,,,,,,,,
3122,TX,Texas,,n/a,,,,,,,,,,,,
3123,TX,Texas,15,H6TX15055,(I),Rubﾎn,Hinojosa,"Hinojosa, Rubﾎn",D,"54,01%",,,,,,
3124,TX,Texas,15,n/a,,,,,D,,,,,,,
3125,TX,Texas,15,H6TX15113,,Eddie,Zamora,"Zamora, Eddie",R,"43,26%",,,,,,
3126,TX,Texas,15,H4TX15118,,Doug,Carlile,,R,,,,,,,
3127,TX,Texas,15,n/a,,,,,R,,,,,,,
3128,TX,Texas,15,H2TX15088,,Johnny,Partain,"Partain, Johnny",LIB,"2,73%",,,,,,
3129,TX,Texas,15,H4TX15126,,Lewis,Alexander,"Alexander, Lewis",LIB,,,,,,,
3130,TX,Texas,15,H8TX28203,,Ross Lynn,Leone,"Leone, Ross Lynn",LIB,,,,,,,
3131,TX,Texas,15,n/a,,,,,,,,,,,,
3132,TX,Texas,,n/a,,,,,,,,,,,,
3133,TX,Texas,16,H2TX16185,(I),Beto,O'Rourke,"O'Rourke, Beto",D,"67,49%",,,,,,
3134,TX,Texas,16,n/a,,,,,D,,,,,,,
